label,file_names,ordre,espece,autres_especes_nb,autres_especes_annotees,chunk_initial_time,chunk_final_time,recording_chunk_id
Himantopus himantopus,Aves_TiSc_NoVe00FR_26VII2016_707_split_0_5.wav,Aves,Himantopus himantopus,0,,0,5,6965
Himantopus himantopus,Aves_TiSc_NoVe00FR_26VII2016_707_split_5_10.wav,Aves,Himantopus himantopus,0,,5,10,6966
Himantopus himantopus,Aves_TiSc_NoVe00FR_26VII2016_707_split_10_15.wav,Aves,Himantopus himantopus,0,,10,15,6967
Himantopus himantopus,Aves_TiSc_NoVe00FR_26VII2016_707_split_15_20.wav,Aves,Himantopus himantopus,0,,15,20,6968
Himantopus himantopus,Aves_ViPo_BiAi00FR_25V2018_722_split_20_25.wav,Aves,Himantopus himantopus,0,,20,25,6976
Himantopus himantopus,Aves_ViPo_BiAi00FR_25V2018_722_split_30_35.wav,Aves,Himantopus himantopus,0,,30,35,6978
Himantopus himantopus,Aves_ViPo_BiAi00FR_25V2018_722_split_35_40.wav,Aves,Himantopus himantopus,0,,35,40,6979
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_0_5.wav,Aves,Himantopus himantopus,0,,0,5,6982
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_10_15.wav,Aves,Himantopus himantopus,0,,10,15,6984
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_15_20.wav,Aves,Himantopus himantopus,0,,15,20,6985
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_20_25.wav,Aves,Himantopus himantopus,0,,20,25,6986
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_25_30.wav,Aves,Himantopus himantopus,0,,25,30,6987
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_30_35.wav,Aves,Himantopus himantopus,0,,30,35,6988
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_35_40.wav,Aves,Himantopus himantopus,0,,35,40,6989
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_40_45.wav,Aves,Himantopus himantopus,0,,40,45,6990
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_45_50.wav,Aves,Himantopus himantopus,0,,45,50,6991
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_50_55.wav,Aves,Himantopus himantopus,0,,50,55,6992
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_60_65.wav,Aves,Himantopus himantopus,0,,60,65,6994
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_65_70.wav,Aves,Himantopus himantopus,0,,65,70,6995
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_70_75.wav,Aves,Himantopus himantopus,0,,70,75,6996
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_75_80.wav,Aves,Himantopus himantopus,0,,75,80,6997
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_80_85.wav,Aves,Himantopus himantopus,0,,80,85,6998
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_85_90.wav,Aves,Himantopus himantopus,0,,85,90,6999
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_90_95.wav,Aves,Himantopus himantopus,0,,90,95,7000
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_95_100.wav,Aves,Himantopus himantopus,0,,95,100,7001
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_100_105.wav,Aves,Himantopus himantopus,0,,100,105,7002
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_125_130.wav,Aves,Himantopus himantopus,0,,125,130,7007
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_130_135.wav,Aves,Himantopus himantopus,0,,130,135,7008
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_135_140.wav,Aves,Himantopus himantopus,0,,135,140,7009
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_140_145.wav,Aves,Himantopus himantopus,0,,140,145,7010
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_145_150.wav,Aves,Himantopus himantopus,0,,145,150,7011
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_150_155.wav,Aves,Himantopus himantopus,0,,150,155,7012
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_155_160.wav,Aves,Himantopus himantopus,0,,155,160,7013
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_190_195.wav,Aves,Himantopus himantopus,0,,190,195,7020
Himantopus himantopus,Aves_ViPo_VeAi00FR_14VII2014_742_split_195_200.wav,Aves,Himantopus himantopus,0,,195,200,7021
Ixobrychus minutus,Aves_FeDE_ArBo00FR_27V2010_759_split_20_25.wav,Aves,Ixobrychus minutus,0,,20,25,7074
Ixobrychus minutus,Aves_FeDE_ArBo00FR_27V2010_759_split_25_30.wav,Aves,Ixobrychus minutus,0,,25,30,7075
Ixobrychus minutus,Aves_FeDE_ArBo00FR_27V2010_759_split_45_50.wav,Aves,Ixobrychus minutus,0,,45,50,7079
Ixobrychus minutus,Aves_IrOl_GmLi00PL_08VIII2019_787_split_0_5.wav,Aves,Ixobrychus minutus,0,,0,5,7085
Ixobrychus minutus,Aves_JaBe_LaPu00FR_24VI2013_760_split_0_5.wav,Aves,Ixobrychus minutus,0,,0,5,7091
Ixobrychus minutus,Aves_JaBe_LaPu00FR_24VI2013_760_split_10_15.wav,Aves,Ixobrychus minutus,0,,10,15,7093
Ixobrychus minutus,Aves_JaBe_LaPu00FR_24VI2013_760_split_15_20.wav,Aves,Ixobrychus minutus,0,,15,20,7094
Ixobrychus minutus,Aves_JaBe_LaPu00FR_24VI2013_760_split_20_24.wav,Aves,Ixobrychus minutus,0,,20,24,7095
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_5_10.wav,Aves,Ixobrychus minutus,0,,5,10,7097
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_15_20.wav,Aves,Ixobrychus minutus,0,,15,20,7099
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_20_25.wav,Aves,Ixobrychus minutus,0,,20,25,7100
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_25_30.wav,Aves,Ixobrychus minutus,0,,25,30,7101
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_30_35.wav,Aves,Ixobrychus minutus,0,,30,35,7102
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_35_40.wav,Aves,Ixobrychus minutus,0,,35,40,7103
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_40_45.wav,Aves,Ixobrychus minutus,0,,40,45,7104
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_45_50.wav,Aves,Ixobrychus minutus,0,,45,50,7105
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_50_55.wav,Aves,Ixobrychus minutus,0,,50,55,7106
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_55_60.wav,Aves,Ixobrychus minutus,0,,55,60,7107
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_60_65.wav,Aves,Ixobrychus minutus,0,,60,65,7108
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_65_70.wav,Aves,Ixobrychus minutus,0,,65,70,7109
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_70_75.wav,Aves,Ixobrychus minutus,0,,70,75,7110
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_80_85.wav,Aves,Ixobrychus minutus,0,,80,85,7112
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_85_90.wav,Aves,Ixobrychus minutus,0,,85,90,7113
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_90_95.wav,Aves,Ixobrychus minutus,0,,90,95,7114
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_95_100.wav,Aves,Ixobrychus minutus,0,,95,100,7115
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_100_105.wav,Aves,Ixobrychus minutus,0,,100,105,7116
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_105_110.wav,Aves,Ixobrychus minutus,0,,105,110,7117
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_135_140.wav,Aves,Ixobrychus minutus,0,,135,140,7123
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_140_145.wav,Aves,Ixobrychus minutus,0,,140,145,7124
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_145_150.wav,Aves,Ixobrychus minutus,0,,145,150,7125
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_150_155.wav,Aves,Ixobrychus minutus,0,,150,155,7126
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_155_160.wav,Aves,Ixobrychus minutus,0,,155,160,7127
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_160_165.wav,Aves,Ixobrychus minutus,0,,160,165,7128
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_170_175.wav,Aves,Ixobrychus minutus,0,,170,175,7130
Ixobrychus minutus,Aves_JaMa_FoSc00PL_07VI2012_754_split_175_180.wav,Aves,Ixobrychus minutus,0,,175,180,7131
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_0_5.wav,Aves,Ixobrychus minutus,0,,0,5,7132
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_5_10.wav,Aves,Ixobrychus minutus,0,,5,10,7133
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_10_15.wav,Aves,Ixobrychus minutus,0,,10,15,7134
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_15_20.wav,Aves,Ixobrychus minutus,0,,15,20,7135
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_20_25.wav,Aves,Ixobrychus minutus,0,,20,25,7136
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_30_35.wav,Aves,Ixobrychus minutus,0,,30,35,7138
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_35_40.wav,Aves,Ixobrychus minutus,0,,35,40,7139
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_45_50.wav,Aves,Ixobrychus minutus,0,,45,50,7141
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_50_55.wav,Aves,Ixobrychus minutus,0,,50,55,7142
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_60_65.wav,Aves,Ixobrychus minutus,0,,60,65,7144
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_65_70.wav,Aves,Ixobrychus minutus,0,,65,70,7145
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_70_75.wav,Aves,Ixobrychus minutus,0,,70,75,7146
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_75_80.wav,Aves,Ixobrychus minutus,0,,75,80,7147
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_80_85.wav,Aves,Ixobrychus minutus,0,,80,85,7148
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_85_90.wav,Aves,Ixobrychus minutus,0,,85,90,7149
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_90_95.wav,Aves,Ixobrychus minutus,0,,90,95,7150
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_95_100.wav,Aves,Ixobrychus minutus,0,,95,100,7151
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_100_105.wav,Aves,Ixobrychus minutus,0,,100,105,7152
Ixobrychus minutus,Aves_JaMa_NaLa00PL_14VII2014_763_split_105_108.wav,Aves,Ixobrychus minutus,0,,105,108,7153
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_0_5.wav,Aves,Ixobrychus minutus,0,,0,5,7154
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_10_15.wav,Aves,Ixobrychus minutus,0,,10,15,7156
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_20_25.wav,Aves,Ixobrychus minutus,0,,20,25,7158
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_25_30.wav,Aves,Ixobrychus minutus,0,,25,30,7159
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_30_35.wav,Aves,Ixobrychus minutus,0,,30,35,7160
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_35_40.wav,Aves,Ixobrychus minutus,0,,35,40,7161
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_40_45.wav,Aves,Ixobrychus minutus,0,,40,45,7162
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_45_50.wav,Aves,Ixobrychus minutus,0,,45,50,7163
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_50_55.wav,Aves,Ixobrychus minutus,0,,50,55,7164
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_60_65.wav,Aves,Ixobrychus minutus,0,,60,65,7166
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_65_70.wav,Aves,Ixobrychus minutus,0,,65,70,7167
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_70_75.wav,Aves,Ixobrychus minutus,0,,70,75,7168
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_80_85.wav,Aves,Ixobrychus minutus,0,,80,85,7170
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_85_90.wav,Aves,Ixobrychus minutus,0,,85,90,7171
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_90_95.wav,Aves,Ixobrychus minutus,0,,90,95,7172
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_95_100.wav,Aves,Ixobrychus minutus,0,,95,100,7173
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_100_105.wav,Aves,Ixobrychus minutus,0,,100,105,7174
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_105_110.wav,Aves,Ixobrychus minutus,0,,105,110,7175
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_110_115.wav,Aves,Ixobrychus minutus,0,,110,115,7176
Ixobrychus minutus,Aves_JéSi_AgHÃ00FR_18VI2019_789_split_115_116.wav,Aves,Ixobrychus minutus,0,,115,116,7177
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_0_5.wav,Aves,Ixobrychus minutus,0,,0,5,7178
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_5_10.wav,Aves,Ixobrychus minutus,0,,5,10,7179
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_10_15.wav,Aves,Ixobrychus minutus,0,,10,15,7180
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_15_20.wav,Aves,Ixobrychus minutus,0,,15,20,7181
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_20_25.wav,Aves,Ixobrychus minutus,0,,20,25,7182
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_25_30.wav,Aves,Ixobrychus minutus,0,,25,30,7183
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_30_35.wav,Aves,Ixobrychus minutus,0,,30,35,7184
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_40_45.wav,Aves,Ixobrychus minutus,0,,40,45,7186
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_45_50.wav,Aves,Ixobrychus minutus,0,,45,50,7187
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_50_55.wav,Aves,Ixobrychus minutus,0,,50,55,7188
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_55_60.wav,Aves,Ixobrychus minutus,0,,55,60,7189
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_60_65.wav,Aves,Ixobrychus minutus,0,,60,65,7190
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_70_75.wav,Aves,Ixobrychus minutus,0,,70,75,7192
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_75_80.wav,Aves,Ixobrychus minutus,0,,75,80,7193
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_80_85.wav,Aves,Ixobrychus minutus,0,,80,85,7194
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_85_90.wav,Aves,Ixobrychus minutus,0,,85,90,7195
Ixobrychus minutus,Aves_JéSi_HeHa00BE_03VI2019_788_split_90_95.wav,Aves,Ixobrychus minutus,0,,90,95,7196
Ixobrychus minutus,Aves_Jova_ÁrMe00ES_06VIII2018_781_split_0_5.wav,Aves,Ixobrychus minutus,0,,0,5,7200
Ixobrychus minutus,Aves_Jova_ÁrMe00ES_06VIII2018_781_split_25_30.wav,Aves,Ixobrychus minutus,0,,25,30,7205
Ixobrychus minutus,Aves_Jova_RoRo00NL_28V2017_774_split_5_10.wav,Aves,Ixobrychus minutus,0,,5,10,7214
Ixobrychus minutus,Aves_Jova_RoRo00NL_28V2017_774_split_10_15.wav,Aves,Ixobrychus minutus,0,,10,15,7215
Ixobrychus minutus,Aves_Jova_RoRo00NL_28V2017_774_split_20_24.wav,Aves,Ixobrychus minutus,0,,20,24,7217
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_0_5.wav,Aves,Ixobrychus minutus,0,,0,5,7218
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_5_10.wav,Aves,Ixobrychus minutus,0,,5,10,7219
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_10_15.wav,Aves,Ixobrychus minutus,0,,10,15,7220
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_15_20.wav,Aves,Ixobrychus minutus,0,,15,20,7221
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_20_25.wav,Aves,Ixobrychus minutus,0,,20,25,7222
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_25_30.wav,Aves,Ixobrychus minutus,0,,25,30,7223
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_30_35.wav,Aves,Ixobrychus minutus,0,,30,35,7224
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_35_40.wav,Aves,Ixobrychus minutus,0,,35,40,7225
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_40_45.wav,Aves,Ixobrychus minutus,0,,40,45,7226
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_45_50.wav,Aves,Ixobrychus minutus,0,,45,50,7227
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_50_55.wav,Aves,Ixobrychus minutus,0,,50,55,7228
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_55_60.wav,Aves,Ixobrychus minutus,0,,55,60,7229
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_60_65.wav,Aves,Ixobrychus minutus,0,,60,65,7230
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_65_70.wav,Aves,Ixobrychus minutus,0,,65,70,7231
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_70_75.wav,Aves,Ixobrychus minutus,0,,70,75,7232
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_75_80.wav,Aves,Ixobrychus minutus,0,,75,80,7233
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_80_85.wav,Aves,Ixobrychus minutus,0,,80,85,7234
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_85_90.wav,Aves,Ixobrychus minutus,0,,85,90,7235
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_90_95.wav,Aves,Ixobrychus minutus,0,,90,95,7236
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_95_100.wav,Aves,Ixobrychus minutus,0,,95,100,7237
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_100_105.wav,Aves,Ixobrychus minutus,0,,100,105,7238
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_105_110.wav,Aves,Ixobrychus minutus,0,,105,110,7239
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_115_120.wav,Aves,Ixobrychus minutus,0,,115,120,7241
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_120_125.wav,Aves,Ixobrychus minutus,0,,120,125,7242
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_125_130.wav,Aves,Ixobrychus minutus,0,,125,130,7243
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_130_135.wav,Aves,Ixobrychus minutus,0,,130,135,7244
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_135_140.wav,Aves,Ixobrychus minutus,0,,135,140,7245
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_140_145.wav,Aves,Ixobrychus minutus,0,,140,145,7246
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_145_150.wav,Aves,Ixobrychus minutus,0,,145,150,7247
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_150_155.wav,Aves,Ixobrychus minutus,0,,150,155,7248
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_155_160.wav,Aves,Ixobrychus minutus,0,,155,160,7249
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_160_165.wav,Aves,Ixobrychus minutus,0,,160,165,7250
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_165_170.wav,Aves,Ixobrychus minutus,0,,165,170,7251
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_170_175.wav,Aves,Ixobrychus minutus,0,,170,175,7252
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_175_180.wav,Aves,Ixobrychus minutus,0,,175,180,7253
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_180_185.wav,Aves,Ixobrychus minutus,0,,180,185,7254
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_185_190.wav,Aves,Ixobrychus minutus,0,,185,190,7255
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_190_195.wav,Aves,Ixobrychus minutus,0,,190,195,7256
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_195_200.wav,Aves,Ixobrychus minutus,0,,195,200,7257
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_200_205.wav,Aves,Ixobrychus minutus,0,,200,205,7258
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_205_210.wav,Aves,Ixobrychus minutus,0,,205,210,7259
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_215_220.wav,Aves,Ixobrychus minutus,0,,215,220,7261
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_220_225.wav,Aves,Ixobrychus minutus,0,,220,225,7262
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_225_230.wav,Aves,Ixobrychus minutus,0,,225,230,7263
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_230_235.wav,Aves,Ixobrychus minutus,0,,230,235,7264
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_235_240.wav,Aves,Ixobrychus minutus,0,,235,240,7265
Ixobrychus minutus,Aves_juRo_LoEs00FR_04VII2006_758_split_240_245.wav,Aves,Ixobrychus minutus,0,,240,245,7266
Ixobrychus minutus,Aves_KrDe_BiPo00PL_19VI2015_765_split_5_10.wav,Aves,Ixobrychus minutus,0,,5,10,7268
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_10_15.wav,Aves,Ixobrychus minutus,0,,10,15,7273
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_20_25.wav,Aves,Ixobrychus minutus,0,,20,25,7275
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_25_30.wav,Aves,Ixobrychus minutus,0,,25,30,7276
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_30_35.wav,Aves,Ixobrychus minutus,0,,30,35,7277
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_35_40.wav,Aves,Ixobrychus minutus,0,,35,40,7278
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_40_45.wav,Aves,Ixobrychus minutus,0,,40,45,7279
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_45_50.wav,Aves,Ixobrychus minutus,0,,45,50,7280
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_50_55.wav,Aves,Ixobrychus minutus,0,,50,55,7281
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_55_60.wav,Aves,Ixobrychus minutus,0,,55,60,7282
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_60_65.wav,Aves,Ixobrychus minutus,0,,60,65,7283
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_65_70.wav,Aves,Ixobrychus minutus,0,,65,70,7284
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_70_75.wav,Aves,Ixobrychus minutus,0,,70,75,7285
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_75_80.wav,Aves,Ixobrychus minutus,0,,75,80,7286
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_80_85.wav,Aves,Ixobrychus minutus,0,,80,85,7287
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_85_90.wav,Aves,Ixobrychus minutus,0,,85,90,7288
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_90_95.wav,Aves,Ixobrychus minutus,0,,90,95,7289
Ixobrychus minutus,Aves_LaAd_Gahv00DK_01VI2014_762_split_100_105.wav,Aves,Ixobrychus minutus,0,,100,105,7291
Ixobrychus minutus,Aves_MaDr_Cade00IT_17VI2012_775_split_0_5.wav,Aves,Ixobrychus minutus,0,,0,5,7295
Ixobrychus minutus,Aves_MaDr_Cade00IT_17VI2012_775_split_10_15.wav,Aves,Ixobrychus minutus,0,,10,15,7297
Ixobrychus minutus,Aves_MaDr_Cade00IT_17VI2012_776_split_10_15.wav,Aves,Ixobrychus minutus,0,,10,15,7300
Ixobrychus minutus,Aves_MaDr_CoPa00RO_28VI2014_777_split_0_5.wav,Aves,Ixobrychus minutus,0,,0,5,7302
